7.1370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16CFEE50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
566.7679 	EXP 	T1_text: autoDraw = True
566.8682 	EXP 	T1_text: autoDraw = False
566.8850 	EXP 	T1_Delay: autoDraw = True
567.6709 	EXP 	T1_Delay: autoDraw = False
567.6709 	EXP 	T2_text: autoDraw = True
568.6574 	DATA 	Keypress: slash
568.6630 	EXP 	New trial (rep=56, index=0): None
568.6744 	EXP 	Gray_Square: autoDraw = False
568.6744 	EXP 	T1_text: autoDraw = False
568.6744 	EXP 	T1_Delay: autoDraw = False
568.6744 	EXP 	T2_text: autoDraw = False
568.6744 	EXP 	Gray_Square2: autoDraw = False
568.6744 	EXP 	X_or_Y: autoDraw = False
568.6744 	EXP 	Gray_Square3: autoDraw = True
568.6744 	EXP 	text_3: autoDraw = True
570.3798 	EXP 	Gray_Square3: autoDraw = False
570.3798 	EXP 	text_3: autoDraw = False
570.3798 	EXP 	Gray_Square3: autoDraw = False
570.3798 	EXP 	text_3: autoDraw = False
570.3798 	EXP 	T1_text: text = '#'
570.3798 	EXP 	T2_text: text = '2'
570.3798 	EXP 	Gray_Square: autoDraw = True
570.3798 	EXP 	T1_text: autoDraw = True
570.4792 	EXP 	T1_text: autoDraw = False
570.4968 	EXP 	T1_Delay: autoDraw = True
571.2815 	EXP 	T1_Delay: autoDraw = False
571.2815 	EXP 	T2_text: autoDraw = True
572.2348 	DATA 	Keypress: slash
572.2403 	EXP 	New trial (rep=57, index=0): None
572.2524 	EXP 	Gray_Square: autoDraw = False
572.2524 	EXP 	T1_text: autoDraw = False
572.2524 	EXP 	T1_Delay: autoDraw = False
572.2524 	EXP 	T2_text: autoDraw = False
572.2524 	EXP 	Gray_Square2: autoDraw = False
572.2524 	EXP 	X_or_Y: autoDraw = False
572.2524 	EXP 	Gray_Square3: autoDraw = True
572.2524 	EXP 	text_3: autoDraw = True
574.0741 	EXP 	Gray_Square3: autoDraw = False
574.0741 	EXP 	text_3: autoDraw = False
574.0741 	EXP 	Gray_Square3: autoDraw = False
574.0741 	EXP 	text_3: autoDraw = False
574.0741 	EXP 	T1_text: text = '#'
574.0741 	EXP 	T2_text: text = '2'
574.0741 	EXP 	Gray_Square: autoDraw = True
574.0741 	EXP 	T1_text: autoDraw = True
574.1736 	EXP 	T1_text: autoDraw = False
574.1907 	EXP 	T1_Delay: autoDraw = True
574.9763 	EXP 	T1_Delay: autoDraw = False
574.9763 	EXP 	T2_text: autoDraw = True
575.7626 	DATA 	Keypress: slash
575.7682 	EXP 	New trial (rep=58, index=0): None
575.7784 	EXP 	Gray_Square: autoDraw = False
575.7784 	EXP 	T1_text: autoDraw = False
575.7784 	EXP 	T1_Delay: autoDraw = False
575.7784 	EXP 	T2_text: autoDraw = False
575.7784 	EXP 	Gray_Square2: autoDraw = False
575.7784 	EXP 	X_or_Y: autoDraw = False
575.7784 	EXP 	Gray_Square3: autoDraw = True
575.7784 	EXP 	text_3: autoDraw = True
577.2327 	EXP 	Gray_Square3: autoDraw = False
577.2327 	EXP 	text_3: autoDraw = False
577.2327 	EXP 	Gray_Square3: autoDraw = False
577.2327 	EXP 	text_3: autoDraw = False
577.2327 	EXP 	T1_text: text = 'X'
577.2327 	EXP 	T2_text: text = '1'
577.2327 	EXP 	Gray_Square: autoDraw = True
577.2327 	EXP 	T1_text: autoDraw = True
577.3163 	EXP 	T1_text: autoDraw = False
577.3502 	EXP 	T1_Delay: autoDraw = True
578.1198 	EXP 	T1_Delay: autoDraw = False
578.1198 	EXP 	T2_text: autoDraw = True
579.3900 	DATA 	Keypress: z
579.4058 	EXP 	Gray_Square: autoDraw = False
579.4058 	EXP 	T1_text: autoDraw = False
579.4058 	EXP 	T1_Delay: autoDraw = False
579.4058 	EXP 	T2_text: autoDraw = False
579.4058 	EXP 	Gray_Square2: autoDraw = True
579.4058 	EXP 	X_or_Y: autoDraw = True
580.5261 	DATA 	Keypress: bracketleft
580.5302 	EXP 	New trial (rep=59, index=0): None
580.5430 	EXP 	Gray_Square2: autoDraw = False
580.5430 	EXP 	X_or_Y: autoDraw = False
580.5430 	EXP 	Gray_Square3: autoDraw = True
580.5430 	EXP 	text_3: autoDraw = True
582.0801 	EXP 	Gray_Square3: autoDraw = False
582.0801 	EXP 	text_3: autoDraw = False
582.0801 	EXP 	Gray_Square3: autoDraw = False
582.0801 	EXP 	text_3: autoDraw = False
582.0801 	EXP 	T1_text: text = '#'
582.0801 	EXP 	T2_text: text = '2'
582.0801 	EXP 	Gray_Square: autoDraw = True
582.0801 	EXP 	T1_text: autoDraw = True
582.1804 	EXP 	T1_text: autoDraw = False
582.1971 	EXP 	T1_Delay: autoDraw = True
582.9837 	EXP 	T1_Delay: autoDraw = False
582.9837 	EXP 	T2_text: autoDraw = True
587.5978 	DATA 	Keypress: slash
587.6034 	EXP 	New trial (rep=60, index=0): None
587.6136 	EXP 	Gray_Square: autoDraw = False
587.6136 	EXP 	T1_text: autoDraw = False
587.6136 	EXP 	T1_Delay: autoDraw = False
587.6136 	EXP 	T2_text: autoDraw = False
587.6136 	EXP 	Gray_Square2: autoDraw = False
587.6136 	EXP 	X_or_Y: autoDraw = False
587.6136 	EXP 	Gray_Square3: autoDraw = True
587.6136 	EXP 	text_3: autoDraw = True
589.3020 	EXP 	Gray_Square3: autoDraw = False
589.3020 	EXP 	text_3: autoDraw = False
589.3020 	EXP 	Gray_Square3: autoDraw = False
589.3020 	EXP 	text_3: autoDraw = False
589.3020 	EXP 	T1_text: text = '#'
589.3020 	EXP 	T2_text: text = '2'
589.3020 	EXP 	Gray_Square: autoDraw = True
589.3020 	EXP 	T1_text: autoDraw = True
589.4022 	EXP 	T1_text: autoDraw = False
589.4196 	EXP 	T1_Delay: autoDraw = True
590.2050 	EXP 	T1_Delay: autoDraw = False
590.2050 	EXP 	T2_text: autoDraw = True
590.7575 	DATA 	Keypress: slash
590.7631 	EXP 	New trial (rep=61, index=0): None
590.7729 	EXP 	Gray_Square: autoDraw = False
590.7729 	EXP 	T1_text: autoDraw = False
590.7729 	EXP 	T1_Delay: autoDraw = False
590.7729 	EXP 	T2_text: autoDraw = False
590.7729 	EXP 	Gray_Square2: autoDraw = False
590.7729 	EXP 	X_or_Y: autoDraw = False
590.7729 	EXP 	Gray_Square3: autoDraw = True
590.7729 	EXP 	text_3: autoDraw = True
592.3617 	EXP 	Gray_Square3: autoDraw = False
592.3617 	EXP 	text_3: autoDraw = False
592.3617 	EXP 	Gray_Square3: autoDraw = False
592.3617 	EXP 	text_3: autoDraw = False
592.3617 	EXP 	T1_text: text = 'Y'
592.3617 	EXP 	T2_text: text = '2'
592.3617 	EXP 	Gray_Square: autoDraw = True
592.3617 	EXP 	T1_text: autoDraw = True
592.4614 	EXP 	T1_text: autoDraw = False
592.4952 	EXP 	T1_Delay: autoDraw = True
593.2644 	EXP 	T1_Delay: autoDraw = False
593.2644 	EXP 	T2_text: autoDraw = True
594.1845 	DATA 	Keypress: slash
594.2166 	EXP 	Gray_Square: autoDraw = False
594.2166 	EXP 	T1_text: autoDraw = False
594.2166 	EXP 	T1_Delay: autoDraw = False
594.2166 	EXP 	T2_text: autoDraw = False
594.2166 	EXP 	Gray_Square2: autoDraw = True
594.2166 	EXP 	X_or_Y: autoDraw = True
595.0694 	DATA 	Keypress: bracketright
595.0735 	EXP 	New trial (rep=62, index=0): None
595.0870 	EXP 	Gray_Square2: autoDraw = False
595.0870 	EXP 	X_or_Y: autoDraw = False
595.0870 	EXP 	Gray_Square3: autoDraw = True
595.0870 	EXP 	text_3: autoDraw = True
596.9425 	EXP 	Gray_Square3: autoDraw = False
596.9425 	EXP 	text_3: autoDraw = False
596.9425 	EXP 	Gray_Square3: autoDraw = False
596.9425 	EXP 	text_3: autoDraw = False
596.9425 	EXP 	T1_text: text = 'X'
596.9425 	EXP 	T2_text: text = '2'
596.9425 	EXP 	Gray_Square: autoDraw = True
596.9425 	EXP 	T1_text: autoDraw = True
597.0413 	EXP 	T1_text: autoDraw = False
597.0585 	EXP 	T1_Delay: autoDraw = True
597.8450 	EXP 	T1_Delay: autoDraw = False
597.8450 	EXP 	T2_text: autoDraw = True
599.6497 	DATA 	Keypress: slash
599.6668 	EXP 	Gray_Square: autoDraw = False
599.6668 	EXP 	T1_text: autoDraw = False
599.6668 	EXP 	T1_Delay: autoDraw = False
599.6668 	EXP 	T2_text: autoDraw = False
599.6668 	EXP 	Gray_Square2: autoDraw = True
599.6668 	EXP 	X_or_Y: autoDraw = True
600.2515 	DATA 	Keypress: bracketleft
600.2556 	EXP 	New trial (rep=63, index=0): None
600.2684 	EXP 	Gray_Square2: autoDraw = False
600.2684 	EXP 	X_or_Y: autoDraw = False
600.2684 	EXP 	Gray_Square3: autoDraw = True
600.2684 	EXP 	text_3: autoDraw = True
601.3386 	EXP 	Gray_Square3: autoDraw = False
601.3386 	EXP 	text_3: autoDraw = False
601.3386 	EXP 	Gray_Square3: autoDraw = False
601.3386 	EXP 	text_3: autoDraw = False
601.3386 	EXP 	T1_text: text = 'X'
601.3386 	EXP 	T2_text: text = '1'
601.3386 	EXP 	Gray_Square: autoDraw = True
601.3386 	EXP 	T1_text: autoDraw = True
601.4381 	EXP 	T1_text: autoDraw = False
601.4552 	EXP 	T1_Delay: autoDraw = True
602.2401 	EXP 	T1_Delay: autoDraw = False
602.2401 	EXP 	T2_text: autoDraw = True
603.0271 	DATA 	Keypress: slash
603.0429 	EXP 	Gray_Square: autoDraw = False
603.0429 	EXP 	T1_text: autoDraw = False
603.0429 	EXP 	T1_Delay: autoDraw = False
603.0429 	EXP 	T2_text: autoDraw = False
603.0429 	EXP 	Gray_Square2: autoDraw = True
603.0429 	EXP 	X_or_Y: autoDraw = True
603.4611 	DATA 	Keypress: bracketleft
603.4651 	EXP 	New trial (rep=64, index=0): None
603.4785 	EXP 	Gray_Square2: autoDraw = False
603.4785 	EXP 	X_or_Y: autoDraw = False
603.4785 	EXP 	Gray_Square3: autoDraw = True
603.4785 	EXP 	text_3: autoDraw = True
604.5139 	EXP 	Gray_Square3: autoDraw = False
604.5139 	EXP 	text_3: autoDraw = False
604.5139 	EXP 	Gray_Square3: autoDraw = False
604.5139 	EXP 	text_3: autoDraw = False
604.5139 	EXP 	T1_text: text = 'X'
604.5139 	EXP 	T2_text: text = '2'
604.5139 	EXP 	Gray_Square: autoDraw = True
604.5139 	EXP 	T1_text: autoDraw = True
604.6142 	EXP 	T1_text: autoDraw = False
604.6313 	EXP 	T1_Delay: autoDraw = True
605.4166 	EXP 	T1_Delay: autoDraw = False
605.4166 	EXP 	T2_text: autoDraw = True
606.4031 	DATA 	Keypress: slash
606.4201 	EXP 	Gray_Square: autoDraw = False
606.4201 	EXP 	T1_text: autoDraw = False
606.4201 	EXP 	T1_Delay: autoDraw = False
606.4201 	EXP 	T2_text: autoDraw = False
606.4201 	EXP 	Gray_Square2: autoDraw = True
606.4201 	EXP 	X_or_Y: autoDraw = True
607.0551 	DATA 	Keypress: bracketleft
607.0592 	EXP 	New trial (rep=65, index=0): None
607.0720 	EXP 	Gray_Square2: autoDraw = False
607.0720 	EXP 	X_or_Y: autoDraw = False
607.0720 	EXP 	Gray_Square3: autoDraw = True
607.0720 	EXP 	text_3: autoDraw = True
609.0274 	EXP 	Gray_Square3: autoDraw = False
609.0274 	EXP 	text_3: autoDraw = False
609.0274 	EXP 	Gray_Square3: autoDraw = False
609.0274 	EXP 	text_3: autoDraw = False
609.0274 	EXP 	T1_text: text = 'X'
609.0274 	EXP 	T2_text: text = '1'
609.0274 	EXP 	Gray_Square: autoDraw = True
609.0274 	EXP 	T1_text: autoDraw = True
609.1276 	EXP 	T1_text: autoDraw = False
609.1451 	EXP 	T1_Delay: autoDraw = True
609.9298 	EXP 	T1_Delay: autoDraw = False
609.9298 	EXP 	T2_text: autoDraw = True
610.6995 	DATA 	Keypress: z
610.7154 	EXP 	Gray_Square: autoDraw = False
610.7154 	EXP 	T1_text: autoDraw = False
610.7154 	EXP 	T1_Delay: autoDraw = False
610.7154 	EXP 	T2_text: autoDraw = False
610.7154 	EXP 	Gray_Square2: autoDraw = True
610.7154 	EXP 	X_or_Y: autoDraw = True
611.1837 	DATA 	Keypress: bracketleft
611.1878 	EXP 	New trial (rep=66, index=0): None
611.2006 	EXP 	Gray_Square2: autoDraw = False
611.2006 	EXP 	X_or_Y: autoDraw = False
611.2006 	EXP 	Gray_Square3: autoDraw = True
611.2006 	EXP 	text_3: autoDraw = True
613.1563 	EXP 	Gray_Square3: autoDraw = False
613.1563 	EXP 	text_3: autoDraw = False
613.1563 	EXP 	Gray_Square3: autoDraw = False
613.1563 	EXP 	text_3: autoDraw = False
613.1563 	EXP 	T1_text: text = '#'
613.1563 	EXP 	T2_text: text = '2'
613.1563 	EXP 	Gray_Square: autoDraw = True
613.1563 	EXP 	T1_text: autoDraw = True
613.2399 	EXP 	T1_text: autoDraw = False
613.2570 	EXP 	T1_Delay: autoDraw = True
614.0425 	EXP 	T1_Delay: autoDraw = False
614.0425 	EXP 	T2_text: autoDraw = True
614.9455 	DATA 	Keypress: slash
614.9511 	EXP 	New trial (rep=67, index=0): None
614.9614 	EXP 	Gray_Square: autoDraw = False
614.9614 	EXP 	T1_text: autoDraw = False
614.9614 	EXP 	T1_Delay: autoDraw = False
614.9614 	EXP 	T2_text: autoDraw = False
614.9614 	EXP 	Gray_Square2: autoDraw = False
614.9614 	EXP 	X_or_Y: autoDraw = False
614.9614 	EXP 	Gray_Square3: autoDraw = True
614.9614 	EXP 	text_3: autoDraw = True
616.2319 	EXP 	Gray_Square3: autoDraw = False
616.2319 	EXP 	text_3: autoDraw = False
616.2319 	EXP 	Gray_Square3: autoDraw = False
616.2319 	EXP 	text_3: autoDraw = False
616.2319 	EXP 	T1_text: text = '#'
616.2319 	EXP 	T2_text: text = '1'
616.2319 	EXP 	Gray_Square: autoDraw = True
616.2319 	EXP 	T1_text: autoDraw = True
616.3321 	EXP 	T1_text: autoDraw = False
616.3493 	EXP 	T1_Delay: autoDraw = True
617.1351 	EXP 	T1_Delay: autoDraw = False
617.1351 	EXP 	T2_text: autoDraw = True
618.1049 	DATA 	Keypress: z
618.1105 	EXP 	New trial (rep=68, index=0): None
618.1380 	EXP 	Gray_Square: autoDraw = False
618.1380 	EXP 	T1_text: autoDraw = False
618.1380 	EXP 	T1_Delay: autoDraw = False
618.1380 	EXP 	T2_text: autoDraw = False
618.1380 	EXP 	Gray_Square2: autoDraw = False
618.1380 	EXP 	X_or_Y: autoDraw = False
618.1380 	EXP 	Gray_Square3: autoDraw = True
618.1380 	EXP 	text_3: autoDraw = True
619.3918 	EXP 	Gray_Square3: autoDraw = False
619.3918 	EXP 	text_3: autoDraw = False
619.3918 	EXP 	Gray_Square3: autoDraw = False
619.3918 	EXP 	text_3: autoDraw = False
619.3918 	EXP 	T1_text: text = 'X'
619.3918 	EXP 	T2_text: text = '2'
619.3918 	EXP 	Gray_Square: autoDraw = True
619.3918 	EXP 	T1_text: autoDraw = True
619.4587 	EXP 	T1_text: autoDraw = False
619.4921 	EXP 	T1_Delay: autoDraw = True
620.1277 	DATA 	Keypress: slash
620.2611 	EXP 	T1_Delay: autoDraw = False
620.2611 	EXP 	T2_text: autoDraw = True
621.0638 	DATA 	Keypress: bracketleft
621.0969 	EXP 	Gray_Square: autoDraw = False
621.0969 	EXP 	T1_text: autoDraw = False
621.0969 	EXP 	T1_Delay: autoDraw = False
621.0969 	EXP 	T2_text: autoDraw = False
621.0969 	EXP 	Gray_Square2: autoDraw = True
621.0969 	EXP 	X_or_Y: autoDraw = True
622.4011 	DATA 	Keypress: bracketleft
622.4051 	EXP 	New trial (rep=69, index=0): None
622.4342 	EXP 	Gray_Square2: autoDraw = False
622.4342 	EXP 	X_or_Y: autoDraw = False
622.4342 	EXP 	Gray_Square3: autoDraw = True
622.4342 	EXP 	text_3: autoDraw = True
624.4074 	EXP 	Gray_Square3: autoDraw = False
624.4074 	EXP 	text_3: autoDraw = False
624.4074 	EXP 	Gray_Square3: autoDraw = False
624.4074 	EXP 	text_3: autoDraw = False
624.4074 	EXP 	T1_text: text = 'Y'
624.4074 	EXP 	T2_text: text = '2'
624.4074 	EXP 	Gray_Square: autoDraw = True
624.4074 	EXP 	T1_text: autoDraw = True
624.5067 	EXP 	T1_text: autoDraw = False
624.5237 	EXP 	T1_Delay: autoDraw = True
625.3100 	EXP 	T1_Delay: autoDraw = False
625.3100 	EXP 	T2_text: autoDraw = True
626.1619 	DATA 	Keypress: slash
626.1794 	EXP 	Gray_Square: autoDraw = False
626.1794 	EXP 	T1_text: autoDraw = False
626.1794 	EXP 	T1_Delay: autoDraw = False
626.1794 	EXP 	T2_text: autoDraw = False
626.1794 	EXP 	Gray_Square2: autoDraw = True
626.1794 	EXP 	X_or_Y: autoDraw = True
626.6801 	DATA 	Keypress: bracketright
626.6842 	EXP 	New trial (rep=70, index=0): None
626.6977 	EXP 	Gray_Square2: autoDraw = False
626.6977 	EXP 	X_or_Y: autoDraw = False
626.6977 	EXP 	Gray_Square3: autoDraw = True
626.6977 	EXP 	text_3: autoDraw = True
628.6702 	EXP 	Gray_Square3: autoDraw = False
628.6702 	EXP 	text_3: autoDraw = False
628.6702 	EXP 	Gray_Square3: autoDraw = False
628.6702 	EXP 	text_3: autoDraw = False
628.6702 	EXP 	T1_text: text = '#'
628.6702 	EXP 	T2_text: text = '1'
628.6702 	EXP 	Gray_Square: autoDraw = True
628.6702 	EXP 	T1_text: autoDraw = True
628.7527 	EXP 	T1_text: autoDraw = False
628.7701 	EXP 	T1_Delay: autoDraw = True
629.5562 	EXP 	T1_Delay: autoDraw = False
629.5562 	EXP 	T2_text: autoDraw = True
630.7423 	DATA 	Keypress: z
630.7478 	EXP 	New trial (rep=71, index=0): None
630.7596 	EXP 	Gray_Square: autoDraw = False
630.7596 	EXP 	T1_text: autoDraw = False
630.7596 	EXP 	T1_Delay: autoDraw = False
630.7596 	EXP 	T2_text: autoDraw = False
630.7596 	EXP 	Gray_Square2: autoDraw = False
630.7596 	EXP 	X_or_Y: autoDraw = False
630.7596 	EXP 	Gray_Square3: autoDraw = True
630.7596 	EXP 	text_3: autoDraw = True
632.6807 	EXP 	Gray_Square3: autoDraw = False
632.6807 	EXP 	text_3: autoDraw = False
632.6807 	EXP 	Gray_Square3: autoDraw = False
632.6807 	EXP 	text_3: autoDraw = False
632.6807 	EXP 	T1_text: text = 'Y'
632.6807 	EXP 	T2_text: text = '1'
632.6807 	EXP 	Gray_Square: autoDraw = True
632.6807 	EXP 	T1_text: autoDraw = True
632.7815 	EXP 	T1_text: autoDraw = False
632.7981 	EXP 	T1_Delay: autoDraw = True
633.5842 	EXP 	T1_Delay: autoDraw = False
633.5842 	EXP 	T2_text: autoDraw = True
634.4711 	DATA 	Keypress: z
634.5036 	EXP 	Gray_Square: autoDraw = False
634.5036 	EXP 	T1_text: autoDraw = False
634.5036 	EXP 	T1_Delay: autoDraw = False
634.5036 	EXP 	T2_text: autoDraw = False
634.5036 	EXP 	Gray_Square2: autoDraw = True
634.5036 	EXP 	X_or_Y: autoDraw = True
634.7542 	DATA 	Keypress: bracketright
634.7582 	EXP 	New trial (rep=72, index=0): None
634.7716 	EXP 	Gray_Square2: autoDraw = False
634.7716 	EXP 	X_or_Y: autoDraw = False
634.7716 	EXP 	Gray_Square3: autoDraw = True
634.7716 	EXP 	text_3: autoDraw = True
636.1090 	EXP 	Gray_Square3: autoDraw = False
636.1090 	EXP 	text_3: autoDraw = False
636.1090 	EXP 	Gray_Square3: autoDraw = False
636.1090 	EXP 	text_3: autoDraw = False
636.1090 	EXP 	T1_text: text = 'X'
636.1090 	EXP 	T2_text: text = '1'
636.1090 	EXP 	Gray_Square: autoDraw = True
636.1090 	EXP 	T1_text: autoDraw = True
636.2082 	EXP 	T1_text: autoDraw = False
636.2255 	EXP 	T1_Delay: autoDraw = True
637.0106 	EXP 	T1_Delay: autoDraw = False
637.0106 	EXP 	T2_text: autoDraw = True
637.7628 	DATA 	Keypress: z
637.7793 	EXP 	Gray_Square: autoDraw = False
637.7793 	EXP 	T1_text: autoDraw = False
637.7793 	EXP 	T1_Delay: autoDraw = False
637.7793 	EXP 	T2_text: autoDraw = False
637.7793 	EXP 	Gray_Square2: autoDraw = True
637.7793 	EXP 	X_or_Y: autoDraw = True
638.0138 	DATA 	Keypress: bracketleft
638.0179 	EXP 	New trial (rep=73, index=0): None
638.0312 	EXP 	Gray_Square2: autoDraw = False
638.0312 	EXP 	X_or_Y: autoDraw = False
638.0312 	EXP 	Gray_Square3: autoDraw = True
638.0312 	EXP 	text_3: autoDraw = True
639.1174 	EXP 	Gray_Square3: autoDraw = False
639.1174 	EXP 	text_3: autoDraw = False
639.1174 	EXP 	Gray_Square3: autoDraw = False
639.1174 	EXP 	text_3: autoDraw = False
639.1174 	EXP 	T1_text: text = 'Y'
639.1174 	EXP 	T2_text: text = '1'
639.1174 	EXP 	Gray_Square: autoDraw = True
639.1174 	EXP 	T1_text: autoDraw = True
639.2172 	EXP 	T1_text: autoDraw = False
639.2344 	EXP 	T1_Delay: autoDraw = True
640.0200 	EXP 	T1_Delay: autoDraw = False
640.0200 	EXP 	T2_text: autoDraw = True
641.2903 	DATA 	Keypress: z
641.3073 	EXP 	Gray_Square: autoDraw = False
641.3073 	EXP 	T1_text: autoDraw = False
641.3073 	EXP 	T1_Delay: autoDraw = False
641.3073 	EXP 	T2_text: autoDraw = False
641.3073 	EXP 	Gray_Square2: autoDraw = True
641.3073 	EXP 	X_or_Y: autoDraw = True
641.6079 	DATA 	Keypress: bracketright
641.6119 	EXP 	New trial (rep=74, index=0): None
641.6249 	EXP 	Gray_Square2: autoDraw = False
641.6249 	EXP 	X_or_Y: autoDraw = False
641.6249 	EXP 	Gray_Square3: autoDraw = True
641.6249 	EXP 	text_3: autoDraw = True
643.5969 	EXP 	Gray_Square3: autoDraw = False
643.5969 	EXP 	text_3: autoDraw = False
643.5969 	EXP 	Gray_Square3: autoDraw = False
643.5969 	EXP 	text_3: autoDraw = False
643.5969 	EXP 	T1_text: text = 'X'
643.5969 	EXP 	T2_text: text = '1'
643.5969 	EXP 	Gray_Square: autoDraw = True
643.5969 	EXP 	T1_text: autoDraw = True
643.6972 	EXP 	T1_text: autoDraw = False
643.7143 	EXP 	T1_Delay: autoDraw = True
644.5003 	EXP 	T1_Delay: autoDraw = False
644.5003 	EXP 	T2_text: autoDraw = True
645.2688 	DATA 	Keypress: z
645.2863 	EXP 	Gray_Square: autoDraw = False
645.2863 	EXP 	T1_text: autoDraw = False
645.2863 	EXP 	T1_Delay: autoDraw = False
645.2863 	EXP 	T2_text: autoDraw = False
645.2863 	EXP 	Gray_Square2: autoDraw = True
645.2863 	EXP 	X_or_Y: autoDraw = True
645.5871 	DATA 	Keypress: bracketleft
645.5911 	EXP 	New trial (rep=75, index=0): None
645.6028 	EXP 	Gray_Square2: autoDraw = False
645.6028 	EXP 	X_or_Y: autoDraw = False
645.6028 	EXP 	Gray_Square3: autoDraw = True
645.6028 	EXP 	text_3: autoDraw = True
646.9077 	EXP 	Gray_Square3: autoDraw = False
646.9077 	EXP 	text_3: autoDraw = False
646.9077 	EXP 	Gray_Square3: autoDraw = False
646.9077 	EXP 	text_3: autoDraw = False
646.9077 	EXP 	T1_text: text = 'Y'
646.9077 	EXP 	T2_text: text = '2'
646.9077 	EXP 	Gray_Square: autoDraw = True
646.9077 	EXP 	T1_text: autoDraw = True
646.9903 	EXP 	T1_text: autoDraw = False
647.0077 	EXP 	T1_Delay: autoDraw = True
647.7924 	EXP 	T1_Delay: autoDraw = False
647.7924 	EXP 	T2_text: autoDraw = True
648.9130 	DATA 	Keypress: slash
648.9304 	EXP 	Gray_Square: autoDraw = False
648.9304 	EXP 	T1_text: autoDraw = False
648.9304 	EXP 	T1_Delay: autoDraw = False
648.9304 	EXP 	T2_text: autoDraw = False
648.9304 	EXP 	Gray_Square2: autoDraw = True
648.9304 	EXP 	X_or_Y: autoDraw = True
649.7822 	DATA 	Keypress: bracketleft
649.7863 	EXP 	New trial (rep=76, index=0): None
649.7992 	EXP 	Gray_Square2: autoDraw = False
649.7992 	EXP 	X_or_Y: autoDraw = False
649.7992 	EXP 	Gray_Square3: autoDraw = True
649.7992 	EXP 	text_3: autoDraw = True
651.1527 	EXP 	Gray_Square3: autoDraw = False
651.1527 	EXP 	text_3: autoDraw = False
651.1527 	EXP 	Gray_Square3: autoDraw = False
651.1527 	EXP 	text_3: autoDraw = False
651.1527 	EXP 	T1_text: text = 'Y'
651.1527 	EXP 	T2_text: text = '1'
651.1527 	EXP 	Gray_Square: autoDraw = True
651.1527 	EXP 	T1_text: autoDraw = True
651.2530 	EXP 	T1_text: autoDraw = False
651.2701 	EXP 	T1_Delay: autoDraw = True
652.0561 	EXP 	T1_Delay: autoDraw = False
652.0561 	EXP 	T2_text: autoDraw = True
653.1756 	DATA 	Keypress: z
653.1926 	EXP 	Gray_Square: autoDraw = False
653.1926 	EXP 	T1_text: autoDraw = False
653.1926 	EXP 	T1_Delay: autoDraw = False
653.1926 	EXP 	T2_text: autoDraw = False
653.1926 	EXP 	Gray_Square2: autoDraw = True
653.1926 	EXP 	X_or_Y: autoDraw = True
653.8276 	DATA 	Keypress: bracketleft
653.8317 	EXP 	New trial (rep=77, index=0): None
653.8446 	EXP 	Gray_Square2: autoDraw = False
653.8446 	EXP 	X_or_Y: autoDraw = False
653.8446 	EXP 	Gray_Square3: autoDraw = True
653.8446 	EXP 	text_3: autoDraw = True
655.2486 	EXP 	Gray_Square3: autoDraw = False
655.2486 	EXP 	text_3: autoDraw = False
655.2486 	EXP 	Gray_Square3: autoDraw = False
655.2486 	EXP 	text_3: autoDraw = False
655.2486 	EXP 	T1_text: text = '#'
655.2486 	EXP 	T2_text: text = '1'
655.2486 	EXP 	Gray_Square: autoDraw = True
655.2486 	EXP 	T1_text: autoDraw = True
655.3485 	EXP 	T1_text: autoDraw = False
655.3656 	EXP 	T1_Delay: autoDraw = True
656.1509 	EXP 	T1_Delay: autoDraw = False
656.1509 	EXP 	T2_text: autoDraw = True
657.1542 	DATA 	Keypress: z
657.1600 	EXP 	New trial (rep=78, index=0): None
657.1712 	EXP 	Gray_Square: autoDraw = False
657.1712 	EXP 	T1_text: autoDraw = False
657.1712 	EXP 	T1_Delay: autoDraw = False
657.1712 	EXP 	T2_text: autoDraw = False
657.1712 	EXP 	Gray_Square2: autoDraw = False
657.1712 	EXP 	X_or_Y: autoDraw = False
657.1712 	EXP 	Gray_Square3: autoDraw = True
657.1712 	EXP 	text_3: autoDraw = True
658.6087 	EXP 	Gray_Square3: autoDraw = False
658.6087 	EXP 	text_3: autoDraw = False
658.6087 	EXP 	Gray_Square3: autoDraw = False
658.6087 	EXP 	text_3: autoDraw = False
658.6087 	EXP 	T1_text: text = 'Y'
658.6087 	EXP 	T2_text: text = '2'
658.6087 	EXP 	Gray_Square: autoDraw = True
658.6087 	EXP 	T1_text: autoDraw = True
658.7086 	EXP 	T1_text: autoDraw = False
658.7260 	EXP 	T1_Delay: autoDraw = True
659.5108 	EXP 	T1_Delay: autoDraw = False
659.5108 	EXP 	T2_text: autoDraw = True
661.1996 	DATA 	Keypress: slash
